100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
ぜんりょう, 善良[名·形]：善良
ぜんりょう, 善良[形]：善良
ぜんりょく, 全力[名]：全力
ぜんれい, 前例[名]：前例
そ, 祖[接頭]：祖
そあん, 素案[名]：草案
そう, 沿う[动]：沿着
そう, 添う[动]：贴近；满足
そう, 相[名]：相貌
そう[副]：是；那样
そう[副]：那样
そうい, 相違[名]：不同
そうい, 相違[名]：差异
そうい, 相違[名]：差异；不同
そういう[连]：那样的
そういう[连体]：那样的
そういえば[接]：说起来
そういえば，说起来
そういくふう, 創意工夫[名]：独出心裁
そういない, 相違ない[惯用语]：没错
そうおう, 相応[名·形·动]：相称；适合
そうおう, 相応[形]：相应
そうおん, 騒音[名]：噪音
そうおん, 騒音[名]：噪音；杂音
そうかい, 総会[名]：全会
そうかい, 総会[名]：大会
そうかん, 創刊[名·动]：创刊
そうきゅう, 早急[副]：火速
そうきゅう, 早急[形]：火速的
そうきん, 送金[名]：汇款
そうきんする, 送金する[动]：汇款
そうぎょうしゃ, 創業者[名]：创业者
そうこ, 倉庫[名]：仓库
そうこう, 走行[名]：行驶
そうこう, 走行[名·动]：行驶
そうご, 相互[名]：互相；相互
そうご, 相互[名]：相互
そうご, 相互[形]：相互
そうごう, 総合[名]：综合
そうごう, 総合[名·动]：综合
そうさ, 捜査[名]：搜查
そうさ, 捜査[名·动]：搜查
そうさ, 操作[名]：操作
そうさ, 操作[名]：操作；操纵；运筹
そうさ, 操作[名·动]：操作
そうさい, 相殺[名·动]：抵消
そうさく, 創作[名]：创作；创造
そうさく, 創作[名·动]：创作
そうさく, 捜索[名]：搜索
そうさく, 捜索[名·动]：搜索
そうさくかつどう, 捜索活動[名]：搜索活动
そうさくちゅうかりょうり, 創作中華料理[名]：新创中国菜
そうさくりょうり, 創作料理[名]：创意菜
そうしき, 葬式[名]：葬礼
そうしたら[接]：那样的话
そうしつ, 喪失[名·动]：丧失
そうして, そして[接]：然后
そうして[接]：然后；于是；而；又
そうして[接]：然后；而且
そうしましょう，就那么办吧
そうしょう, 総称[名]：总称
そうしょく, 装飾[名]：装饰
そうしょく, 装飾[名·动]：装饰
そうじ, 掃除[名]：打扫
そうじ, 掃除[名]：打扫；清除
そうじ, 掃除[名]：扫除
そうじ, 掃除[名·动]：打扫
そうじき, 掃除機[名]：吸尘器
そうじき, 掃除機[名]：除尘器；吸尘器
そうじゅう, 操縦[名]：操纵
そうじゅう, 操縦[名·动]：驾驶；操纵
そうそう, 早々[副]：草草
そうぞう, 創造[名·动]：创造
そうぞう, 想像[名]：想像
そうぞう, 想像[名]：想象
そうぞう, 想像[名·动]：想象
そうぞうしい, 騒々しい[形]：吵闹的
そうぞく, 相続[名]：继承
そうぞく, 相続[名·动]：继承
そうたい, 早退[名·动]：早退
そうたい, 相対[名]：相对
そうだい, 壮大[名·形]：宏伟；壮大
そうだい, 壮大[形]：宏伟
そうだん, 相談[名]：商量
そうだん, 相談[名]：商量；商谈；请教
そうだん, 相談[名·动]：商量
そうだんにのる, 相談に乗る[惯用语]：参与商量；给建议
そうち, 装置[名]：装置
そうち, 装置[名]：装置；装备；设备
そうっと[副]：悄悄地；轻轻地
そうてい, 想定[名·动]：设想；假定
そうです[感]：是的
そうですか，是吗；我明白了
そうですね，是啊（表赞同）
そうとう, 相当[副]：相当
そうとう, 相当[副]：相当；很
そうとう, 相当[副]：颇；很；相当
そうとう, 相当[形]：相当
そうどう, 騒動[名·动]：骚动
そうなん, 遭難[名]：遇难
そうなん, 遭難[名·动]：遇难
そうにゅう, 挿入[名·动]：插入
そうば, 相場[名]：行情
そうび, 装備[名]：装备
そうび, 装備[名·动]：装备
そうふする, 送付する[动]：寄送
そうべつ, 送別[名]：送别
そうべつ, 送別[名·动]：送别
そうべつかい, 送別会[名]：欢送会
そうむ, 総務[名]：总务
そうむしょう, 総務省[名]：总务省
そうりだいじん, 総理大臣[名]：总理
そうりだいじん, 総理大臣[名]：总理；首相
そうりつ, 創立[名·动]：创立
そうりょ, 僧侶[名]：僧侣
そうりょう, 送料[名]：运费
そうりょう, 送料[名]：邮费；运费
そうりょうりちょう, 総料理長[名]：总厨师长
そえる, 添える[动]：附上
そえる, 添える[动]：附加；附上
そがい, 阻害[名·动]：阻碍
そくざに, 即座に[副]：当即
そくざに, 即座に[副]：立刻；当场
そくざに, 即座に[副]：立刻；马上
そくしん, 促進[名]：促进
そくしん, 促進[名·动]：促进
そくじ, 即時[名·副]：即时；立刻
そくす, 即す[动]：适应；符合
そくする, 即する[动]：就；结合
そくする, 即する[动]：符合；紧贴
そくたつ, 速達[名]：快件
そくたつ, 速達[名]：速递
そくてい, 測定[名]：测定
そくてい, 測定[名·动]：测定
そくど, 速度[名]：速度
そくばく, 束縛[名]：束缚
そくばく, 束縛[名·动]：束缚
そくめん, 側面[名]：侧面；方面
そくりょう, 測量[名]：测量
そくりょく, 速力[名]：速度
そぐわない, そぐわない[形]：不合适的
そこ, 其処[代]：那里
そこ, 底[名]：底
そこ, 底[名]：底部
そこ, 底[名]：底；底儿；最低处；内心
そこ[代]：那里
そこ[代]：那里；那边；那儿；那一点
そこく, 祖国[名]：祖国
そこそこ[副]：匆匆忙忙；大约
そこで[接]：于是；所以
そこで[接]：因此
そこで[接]：因此；于是
そこで[接]：因此；所以；于是；那么
そこなう, 損う[动]：损害
そこなう, 損なう[动]：损坏；伤害
そこなう, 損なう[动]：有损于；伤害
そこねる, 損ねる[动]：伤害；损害
そこら[名]：那一带；附近
そざい, 素材[名]：素材
そし, 阻止[名]：阻止
そし, 阻止[名·动]：阻止
そしき, 組織[名]：组织
そしき, 組織[名]：组织；组成；工会
そしき, 組織[名·动]：组织
そしたら[接]：然后；于是
そしつ, 素質[名]：天分
そしつ, 素質[名]：素质；天分
そしつ, 素質[名]：素质；性质；体质
そして[接]：于是
そして[接]：然后；于是；而；又
そして[接]：然后；而且
そして[接]：而且；然后
そしゅう, 蘇州[名]：苏州
そしょう, 訴訟[名]：诉讼
そしょう, 訴訟[名·动]：诉讼
そせん, 祖先[名]：祖先
そせん, 祖先[名]：祖先；祖宗
そそぐ, 注ぐ[动]：注入
そそぐ, 注ぐ[动]：注入；倾注
そそぐ, 注ぐ[动]：流入；降；灌入；倾注
そそっかしい[形]：举止慌张的；粗心大意的
そそっかしい[形]：冒失；粗心
そそっかしい[形]：冒失；马虎
そそのかす, 唆す[动]：唆使
そそる[动]：引起；勾起
そだち, 育ち[名]：成长环境
そだち, 育ち[名]：成长；教养
そだち, 育ち[名]：生长；教育；教养；出身
そだつ, 育つ[动]：发育；生长；成长；长进
そだつ, 育つ[动]：成长
そだてる, 育てる[动]：养育
そだてる, 育てる[动]：养育；培养
そだてる, 育てる[动]：养育；扶养；教育
そち, 措置[名]：措施
そち, 措置[名·动]：措施
そちら[代]：那边
そちら[代]：那边；您那边
そちら[代]：那里；那边
そちら[代]：那；那边；您；您那里
そっくり[副]：全部；完全；原封不动
そっくり[副·形]：一模一样；全部
そっくり[形]：一模一样
そっけない, 素っ気無い[形]：冷淡
そっけない[形]：冷淡；不客气
そっせん, 率先[名·动]：率先
そっち[代]：那边
そっち[代]：那边；那里
そっちょく, 卒直[形]：坦率
そっちょく, 率直[形]：坦率
そっちょく, 率直[形]：直率
そっちょく, 率直[形]：直率的；坦率的
そっと[副]：悄悄地；轻轻地
そっと[副]：悄悄地；轻轻地；偷偷地
そっぽ, 外方[名]：旁边
そつぎょう, 卒業[名]：毕业
そつぎょう, 卒業[名·动]：毕业
そつぎょうしき, 卒業式[名]：毕业典礼
そつぎょうろんぶん, 卒業論文[名]：毕业论文
そで, 袖[名]：袖子
そと, 外[名]：外面
そと, 外[名]：外面；外边；表面；室外
そとがわ, 外側[名]：外侧
そとまわり, 外回り[名]：外勤；周围
そなえつける, 備え付ける[动]：备置；配置
そなえつける, 備え付ける[动]：设置；安装
そなえる, 備える[动]：准备；防备
そなわる, 備わる[动]：具备；设有
その[连]：那个
その[连]：那；那个；那时
その[连体]：那个
そのうえ, その上[接]：而且；再加上
そのうえ, その上[接]：而且；加之
そのうち[副]：不久；过几天
そのかた, その方[代]：那位
そのかわり, その代わり[接]：但是；另一方面
そのきになる, その気になる，有那种想法；気乗りする
そのころ, その頃[名]：那时候
そのころ, その頃[名]：那时；当时
そのご, その後[名]：之后；后来
そのせつ, その節[名]：那时；那次
そのため[接]：因此；所以
そのとおりです，正是如此；说得对
そのひと, その人[代]：那个人；他；她
そのほか, その他[名]：其他
そのほか, その他[连语]：此外；另外
そのまま[副]：就那样；原封不动
そのまま[名·副]：照原样；就那样
そのもの, その物[名]：事物本身
そのような[连体]：像那样的
そのように[副]：那样地
そば, 側[名]：侧；旁边；附近
そば, 傍[名]：旁边
そば, 蕎麦[名]：荞麦面
そば, 蕎麦[名]：荞麦；荞麦面
そば[名]：旁边
そばや, そば屋[名]：荞麦面馆
そびえる, 聳える[动]：耸立
そびえる, 聳える[动]：高耸；耸立
そふ, 祖父[名]：祖父
そふ, 祖父[名]：祖父；外祖父
そふぼ, 祖父母[名]：祖父母
そぶり, 素振り[名]：举止；样子
そぼ, 祖母[名]：祖母
そぼ, 祖母[名]：祖母；外祖母
そぼく, 素朴[形]：朴素
そまつ, 粗末[名·形]：粗糙；怠慢
そまつ, 粗末[形]：粗糙的
そまつ, 粗末[形]：粗糙；不精致；简慢
そまつ, 粗末[形]：粗糙；浪费
そまる, 染まる[动]：染上
そまる, 染まる[动]：染上；沾染
そむく, 背く[动]：违背
そむく, 背く[动]：违背；背叛
そむく, 背く[动]：违背；违反
そめる, 染める[动]：染
そめる, 染める[动]：染色
そめる, 染める[动]：染；染色；着色
そもそも[副·接]：原本；说起来
そよそよ[副]：（风）轻轻吹
そら, 空[名]：天空
そら, 空[名]：天空；高空；天气
そらす, 逸らす[动]：移开(视线等)；岔开(话题)
そらす, 逸らす[动]：转移；岔开
そらす, 逸らす[动]：转移；错过；岔开
そらもよう, 空模様[名]：天气；形势
そり, 橇[名]：雪橇
そる, 剃る[动]：剃；刮
そる, 反る[动]：弯曲
そる, 反る[动]：翘起；弯曲
それ, 其れ[代]：那个
それ[代]：那个
それ[代]：那；那个东西；那时
それから[接]：其次；接着；然后；又
それから[接]：然后
それから[接]：然后；还有
それきり[副]：那以后（再也…不）；仅此而已
それぞれ, 其々[名·副]：各自；分别
それぞれ[名]：各自；分别
それぞれ[名]：各自；各个；分别
それで[接]：因此
それで[接]：因此；所以
それで[接]：因此；所以；那么
それで[接]：所以；因此
それでいて[接]：尽管如此
それでは[接]：那么
それでは[接]：那么；那么说；那样的话
それでも[接]：即使如此；尽管那样
それでも[接]：即便如此
それでも[接]：尽管如此；可是
それと[接]：还有；另外
それとはなしに[副]：拐弯抹角地
それとも[接]：或者；还是
それとも[接]：或；或者；还是
それとも[接]：还是
それどころか[接]：岂止如此；根本不是
それなのに[接]：尽管那样
それなのに[接]：然而；可是
それなら[接]：那样的话
それなり[名·副]：与之相应地；到此为止
それに[接]：在此之上
それに[接]：而且；再加上
それに[接]：而且；加之
それに[接]：而且；尽管那样；可是
それにしては[接]：照此说来；可是
それにしても[接]：即便如此
それは[感]：那可真是…
それはいけませんね，那可不行啊
それはさておき，那个暂且不提
それはそうと[接]：另外；顺便说
それはもう，那可真是；太…了
それほど[副]：那么；那种程度
それほど[副]：那样；那么
それほど[副]：那种程度
それまで[连语]：到那时为止；仅此而已
それゆえ, それ故[接]：因此；所以
