umbrella	 n.: 雨伞
harden，v.	（使）变硬；（使）变坚强
hardened，adj.	变硬的； hardened
hardship，n.	困苦；艰难
hardware，n.	硬件；五金制品
hardware store，n.	五金店
hardwired，adj.	固有的；硬连线的
hardy，adj.	耐寒的；强壮的
hare，n.	野兔
harm，n.	伤害；损害
harm，v.	伤害；损害
harmful，adj.	有害的
harmless，adj.	无害的
harmonica，n.	口琴
harmonious，adj.	和谐的
harmonise，v.	（使）和谐
harmony，n.	和谐；融洽
harness，n.	马具
harness，v.	利用；控制
harp，n.	竖琴
harridan，n.	泼妇
harry，v.	骚扰；折磨
harsh，adj.	严厉的；刺耳的；恶劣的
harshly，adv.	严厉地
harshness，n.	严厉；严酷
harvest，n.	收获；收成
harvest，v.	收获
hash，n.	剁碎的食物；哈希值
hash function，idiom/phrase: 哈希函数	
hash table，idiom/phrase: 哈希表	
hashable，adj.	可哈希的
hassle，n.	麻烦；困难
hassle，v.	烦扰
hasten，v.	加快；催促
hasty，adj.	匆忙的；草率的
hatch，v.	孵出；策划
hate，n.	憎恨
hate，v.	憎恨；讨厌
hatred，n.	憎恨；仇恨
haul，v.	拖；拉
hauler，n.	运输公司
haulier，n.	运输公司
haunt，v.	（鬼魂）出没；萦绕于心
haunting，adj.	萦绕于心头的
have，aux.v.	（构成完成时）
have，v.	有；吃；喝；进行
have ... in common with，idiom/phrase: 与…有共同之处	
have a better mood，idiom/phrase: 心情更好	
have a different focus，idiom/phrase: 有不同的重点	
have a flat tire，idiom/phrase: 轮胎瘪了	
have a get-together，idiom/phrase: 聚会	
have a good figure，idiom/phrase: 身材好	
have a good foundation，idiom/phrase: 有良好的基础	
have a great stay，idiom/phrase: 祝您住得愉快	
have a little think，idiom/phrase: 稍微想一下	
have a lot of pressure，idiom/phrase: 压力很大	
have a lot of toys，idiom/phrase: 有很多玩具	
have a picnic，idiom/phrase: 野餐	
have a rest，v.	休息一下
have a sweet dream，idiom/phrase: 做个好梦	
have a vivid understanding，idiom/phrase: 有生动的理解	
have a word with ...，idiom/phrase: 和…谈谈	
have better sense of beauty，idiom/phrase: 有更好的审美	
have delicious food and snacks，idiom/phrase: 有美味的食物和零食	
have dinner out，idiom/phrase: 在外面吃晚饭	
have dinner together，idiom/phrase: 一起吃晚饭	
have faith in colleagues' ability，idiom/phrase: 相信同事的能力	
have freedom，idiom/phrase: 有自由	
have fresh fruit，idiom/phrase: 吃新鲜水果	
have fun，idiom/phrase: 玩得开心	
have greater inventions or creations，idiom/phrase: 有更伟大的发明或创造	
have high expectations，idiom/phrase: 有很高的期望	
have homework to do，idiom/phrase: 有家庭作业要做	
have jiao-zi，idiom/phrase: 吃饺子	
have more choices，idiom/phrase: 有更多选择	
have more confidence，idiom/phrase: 更有信心	
have more curiosity，idiom/phrase: 更有好奇心	
have more customers，idiom/phrase: 有更多顾客	
have no interest，idiom/phrase: 没有兴趣	
have patience，idiom/phrase: 有耐心	
have patience and responsibility，idiom/phrase: 有耐心和责任心	
have pressure，idiom/phrase: 有压力	
have relaxation，idiom/phrase: 放松	
have sense of achievement，idiom/phrase: 有成就感	
have similar taste and texture of beef，idiom/phrase: 有类似牛肉的口感和质地	
have some privileges，idiom/phrase: 有一些特权	
have some talk，idiom/phrase: 聊一聊	
have strong body，idiom/phrase: 身体强壮	
have strong competition，idiom/phrase: 竞争激烈	
have strong drive，idiom/phrase: 有强大的动力	
have strong hearts and lungs，idiom/phrase: 心肺功能强大	
have tea，idiom/phrase: 喝茶	
have the feeling，idiom/phrase: 有感觉	
have the peace of mind，idiom/phrase: 心安	
have the sense of achievement，idiom/phrase: 有成就感	
have the skill of observation，idiom/phrase: 有观察能力	
have their game time，idiom/phrase: 有他们的游戏时间	
have what they want，idiom/phrase: 得到他们想要的	
haven，n.	避风港；避难所
havoc，n.	大破坏；浩劫
hawk，n.	鹰
hawk，v.	兜售；清嗓子
hawser，n.	粗缆绳
hawthorn，n.	山楂
hay，n.	干草
hazard，n.	危险；风险
hazard，v.	冒…的危险
hazardous，adj.	危险的
hazelnut，n.	榛子
head，n.	头；首领；前端
head，v.	朝…行进；领导
head for，idiom/phrase: 前往	
head office，n.	总部
head passing，idiom/phrase: 头球传球	
head start，n.	领先的开端
head-on，adj.	迎面的；正面的
header，n.	标题；页眉
heading，n.	标题
headlight，n.	（汽车）前灯
headline，n.	大字标题
headmaster，n.	（男）校长
headphone，n.	耳机
headphones，n.	耳机
headquarters，n.	总部
heady，adj.	令人兴奋的；浓烈的
heal，v.	（使）痊愈
healing，n.	康复；治疗
health and fitness centre，idiom/phrase: 健身中心	
health care，n.	医疗保健
health check，n.	健康检查
health club，n.	健身俱乐部
health department，n.	卫生部门
health problem，n.	健康问题
health service，n.	医疗服务
health system，n.	卫生系统
healthcare，n.	医疗保健
healthy food，idiom/phrase: 健康食品	
healthy lifestyle，idiom/phrase: 健康的生活方式	
heap，n.	一堆
heap，v.	堆积
hearing，n.	听力；听证会
heart，n.	心脏；内心；中心
heart attack，idiom/phrase: 心脏病发作	
heart disease，idiom/phrase: 心脏病	
heart rate，idiom/phrase: 心率	
heartfelt，adj.	衷心的；真诚的
heartless，adj.	无情的；狠心的
heater，n.	加热器；暖气
heath，n.	荒野
heating，n.	暖气；加热
heating operation mode，idiom/phrase: 加热运行模式	
heave，v.	（用力）举起，拉，推
heavily，adv.	沉重地；大量地
heavy，adj.	重的；大的；猛烈的
heavy ball，idiom/phrase: 重球	
hectare，n.	公顷
hectic，adj.	忙碌的
hedge，n.	树篱；防范措施
hedge，v.	用树篱围住；回避
hedonism，n.	享乐主义
heed，v.	注意；留心
heighten，v.	（使）提高；（使）加强
heir，n.	继承人
heiress，n.	女继承人
helium，n.	氦
helix，n.	螺旋形
hell，n.	地狱；苦境
helmet，n.	头盔
help desk，n.	服务台
help relax and unwind，idiom/phrase: 帮助放松	
help the poor，idiom/phrase: 帮助穷人	
help wanted，idiom/phrase: 招聘	
helper，n.	助手
helpline，n.	求助热线
hemisphere，n.	半球
hence，adv.	因此
her，pron.	她（宾格）；她的
herald，n.	预兆；先驱
herald，v.	预示…的来临
herb，n.	草药；香草
herbal，adj.	草药的
herbalism，n.	草药学
herbalist，n.	草药医生
herbivore，n.	食草动物
herbivorous，adj.	食草的
hercules，n.	大力神
herd，n.	兽群
herd，v.	放牧；（使）成群
herd of cattle，idiom/phrase: 牛群	
herds，n.	兽群（复数）
herdsman，n.	牧人
hereditary，adj.	遗传的；世袭的
heredity，n.	遗传
heretic，n.	异教徒
heritage，n.	遗产
hero，n.	英雄；男主角
heroic，adj.	英雄的；英勇的
heroic deed，n.	英雄事迹
heroics，n.	英雄行为
heroine，n.	女英雄；女主角
herring，n.	鲱鱼
hers，pron.	她的（所有格代词）
herself，pron.	她自己
hesitant，adj.	犹豫的
hesitate，v.	犹豫
hesitation，n.	犹豫
heterogeneous，adj.	异类的；由不同成分组成的
hex，n.	巫术；魔咒
hexadecimal，adj.	十六进制的
heyday，n.	全盛时期
hi-fi，n.	高保真音响
hibernation，n.	冬眠
hiccup，n.	嗝
hidden，adj.	隐藏的
hierarchical，adj.	等级制度的
hierarchy，n.	等级制度；层次
high，adj.	高的；高级的
high，n.	高水平；高点
high cost，adj.	高成本的
high heels，n.	高跟鞋
high jump，n.	跳高
high quality camera，n.	高质量相机
high school，n.	中学；高中
high score，n.	高分
high seas，n.	公海
high season，n.	旺季
high temperature，n.	高温
high-definition，adj.	高清的
high-handed，adj.	专横的
high-level language，idiom/phrase: 高级语言	
high-lighter，n.	荧光笔
high-quality，adj.	高质量的
high-rise，n.	高楼大厦
high-tech，adj.	高科技的
higher，adj.	更高的
higher education，idiom/phrase: 高等教育	
higher-order function，idiom/phrase: 高阶函数	
highland，n.	高地
highlight，n.	最精彩的部分
highlight，v.	强调；突出
highly，adv.	非常；高度地
highly-trained，adj.	训练有素的
highway，n.	公路
hijack，v.	劫持
hike，n.	远足；徒步旅行
hike，v.	远足；徒步旅行
hiker，n.	徒步旅行者
hiking，n.	徒步旅行
hiking boots，idiom/phrase: 登山靴	
hilarious，adj.	非常滑稽的
hill，n.	小山
hillside，n.	山坡
hilly land，idiom/phrase: 丘陵地带	
hinder，v.	阻碍；妨碍
hindquarter，n.	（动物的）后腿及臀部
hindquarters，n.	（动物的）后半身
hindrance，n.	障碍；阻碍
hindsight，n.	事后聪明
hinge，n.	铰链
hinge，v.	取决于
hint，n.	暗示；提示
hint，v.	暗示
hinterland，n.	内地；腹地
hip，n.	臀部
hip-hop，n.	嘻哈音乐
hire，n.	租用；雇用
hire，v.	租用；雇用
historian，n.	历史学家
historic，adj.	有历史意义的
historical，adj.	历史的
historical city，n.	历史名城
historical events，n.	历史事件
historical film，n.	历史片
historical maps，n.	历史地图
historical photograph，n.	历史照片
historical place，n.	历史遗迹
historical play，n.	历史剧
historical sights，n.	历史名胜
historical sites，n.	历史遗迹
history，n.	历史
history museum，n.	历史博物馆
hit，n.	击中；成功的事物
hit，v.	打；击中；达到
hit back，idiom/phrase: 还击	
hit the brakes，idiom/phrase: 刹车	
hit-list，n.	暗杀名单
hitchhike，v.	搭便车旅行
hitherto，adv.	迄今为止
hive，n.	蜂箱；热闹的场所
hoax，n.	骗局；恶作剧
hobble，v.	跛行
hockey，n.	曲棍球
hockey stick，n.	曲棍球棒
hold，n.	控制；把握
hold，v.	拿；持有；举行；认为
hold-up，n.	耽搁；持械抢劫
holder，n.	持有者；支架
holding，n.	持有的股份；土地
holiday，n.	假日；假期
holiday inn，n.	假日酒店
holiday maker，n.	度假者
holidays，n.	假期
holistic，adj.	整体的
holistically，adv.	整体地
hollow，adj.	空的；中空的
holly，n.	冬青
holy，adj.	神圣的
home，adj.	国内的；家庭的
home buyer，n.	购房者
home environment，n.	家庭环境
home news，n.	国内新闻
home phone，n.	家庭电话
home visit，n.	家访
home-made meal，n.	家常便饭
homemade，adj.	自制的
homesick，adj.	想家的
homestay，n.	家庭寄宿
homicide，n.	杀人
homogeneous，adj.	同质的；同类的
homogenize，v.	使均匀
homogenous，adj.	同质的
honest，adj.	诚实的；正直的
honesty，n.	诚实
honeymoon，n.	蜜月
honk，v.	按（汽车喇叭）
honking，n.	喇叭声
honor，n.	荣誉；尊敬
honor，v.	尊敬；授予荣誉
honorable，adj.	可敬的；光荣的
honoraria，n.	酬金
honorary，adj.	荣誉的；名誉的
honorary award，idiom/phrase: 荣誉奖	
honorary degree，idiom/phrase: 荣誉学位	
honour，n.	荣誉；尊敬
honour，v.	尊敬；授予荣誉
honour system，idiom/phrase: 荣誉制度	
honourable，adj.	可敬的；光荣的
honours student，n.	优等生
hood，n.	头巾；兜帽；引擎盖
hoof，n.	蹄
hook，n.	钩子
hook，v.	钩住；吸引
hooliganism，n.	流氓行为
hoop exercise，idiom/phrase: 呼啦圈运动	
hoover，n.	吸尘器
hoover，v.	用吸尘器吸尘
hooves，n.	蹄（复数）
hop，v.	单脚跳
hop-on hop-off，idiom/phrase: 随上随下（的观光巴士）	
hopeful，adj.	充满希望的
hopefully，adv.	但愿
hopeless，adj.	绝望的
horde，n.	一大群
horizon，n.	地平线；眼界
horizontal，adj.	水平的
horizontal bar，n.	单杠
horizontally，adv.	水平地
hormonal，adj.	荷尔蒙的
hormone，n.	荷尔蒙；激素
horn，n.	角；喇叭
horrible，adj.	可怕的；糟糕的
horrify，v.	使恐惧
horror，n.	恐惧；恐怖
horse hair，n.	马毛
horse riding，n.	骑马
horsepower，n.	马力
horses，n.	马（复数）
horticulture，n.	园艺
hose，n.	软管
hospitable，adj.	好客的
hospitality，n.	好客；殷勤
hospitals，n.	医院（复数）
host，n.	主人；主持人；许多
host，v.	主办；主持
host family，n.	寄宿家庭
hostage，n.	人质
hostel，n.	旅社；招待所
hostess，n.	女主人；女主持人
hostile，adj.	敌对的
hostility，n.	敌意
hot air balloon，n.	热气球
hot dog，n.	热狗
hot drink，n.	热饮
hot issues，n.	热点问题
hot pepper，n.	辣椒
hot pot，n.	火锅
hot-air balloon，n.	热气球
hotel boy，n.	酒店服务员
hotel manager，n.	酒店经理
hotel register，n.	旅客登记簿
hotel vestibule，n.	酒店门厅
hotelier，n.	酒店经营者
hotels，n.	酒店（复数）
hothouse，n.	温室
hourglass，n.	沙漏
hourly，adj.	每小时的
hourly，adv.	每小时地
hourly wages，idiom/phrase: 小时工资	
house，n.	房子；家；公司
house，v.	给…提供住房
house agency，idiom/phrase: 房产中介	
house insurance，idiom/phrase: 房屋保险	
house key，idiom/phrase: 房门钥匙	
household，n.	家庭；一家人
household gadget，idiom/phrase: 家用小器具	
household water consumption，idiom/phrase: 家庭用水量	
housekeeping，n.	家政
housewife，n.	家庭主妇
housing，n.	住房
hover，v.	盘旋；徘徊
hovercraft，n.	气垫船
hovertrain，n.	气垫火车
how，adv.	怎样；如何
hub，n.	中心
huddle，v.	挤在一起；蜷缩
hug，n.	拥抱
hug，v.	拥抱
huge gorge，n.	巨大峡谷
hula，n.	呼啦舞
hull，n.	船体；外壳
hum，v.	哼唱；发出嗡嗡声
human，n.	人
human being，n.	人
human resources department，n.	人力资源部
humane，adj.	人道的；仁慈的
humanism，n.	人文主义
humanist，n.	人文主义者
humanistic，adj.	人文主义的
humanitarian，adj.	人道主义的
humanitarian，n.	人道主义者
humanity，n.	人类；人性；人道
